2025-04-26T14:10:33.213882,START,Extracción iniciada.
2025-04-26T14:10:38.317726,SUCCESS,Extracción exitosa.
2025-04-26T14:10:38.590400,START,Carga iniciada en PostgreSQL.
2025-04-26T14:10:42.768280,SUCCESS,Carga exitosa en PostgreSQL.
